emp_no,first_name,last_name,title,from_date,to_date,birth_date
231671,Chandrasekaran,Pearson,Staff,1995-04-14,9999-01-01,1965-01-07
231459,Nectarios,Pramanik,Assistant Engineer,1999-11-18,9999-01-01,1965-01-28
231798,Goetz,Alvarado,Engineer,1988-12-25,9999-01-01,1965-01-28
231798,Goetz,Alvarado,Senior Engineer,1997-12-25,9999-01-01,1965-01-28
232178,Etsuo,Anandan,Senior Staff,1996-12-13,9999-01-01,1965-01-29
232178,Etsuo,Anandan,Staff,1989-12-13,9999-01-01,1965-01-29
232209,Nitsan,Rouquie,Engineer,1988-08-01,9999-01-01,1965-01-11
232209,Nitsan,Rouquie,Senior Engineer,1995-08-02,9999-01-01,1965-01-11
233690,Cedric,Riefers,Engineer,1994-09-08,9999-01-01,1965-01-17
232697,Barry,Ramsak,Engineer,1990-09-07,9999-01-01,1965-01-23
232697,Barry,Ramsak,Senior Engineer,1999-09-07,9999-01-01,1965-01-23
232723,Tesuya,Bugrara,Assistant Engineer,1993-02-13,9999-01-01,1965-01-14
232723,Tesuya,Bugrara,Engineer,2002-02-13,9999-01-01,1965-01-14
233114,Alselm,Gargeya,Senior Engineer,1987-12-25,9999-01-01,1965-01-20
233394,Khalid,Lenart,Engineer,1995-12-24,9999-01-01,1965-01-06
233397,Fay,Sundgren,Senior Staff,1998-07-07,9999-01-01,1965-01-16
233397,Fay,Sundgren,Staff,1990-07-07,9999-01-01,1965-01-16
233426,Etsuo,Usery,Engineer,1995-03-02,9999-01-01,1965-01-12
233426,Etsuo,Usery,Senior Engineer,2000-03-01,9999-01-01,1965-01-12
233759,Zissis,Lodder,Engineer,1999-09-25,9999-01-01,1965-01-14
233818,Kellie,Heydon,Engineer,1985-11-11,9999-01-01,1965-01-01
233818,Kellie,Heydon,Senior Engineer,1991-11-11,9999-01-01,1965-01-01
233765,Kotesh,Chachaty,Engineer,1991-03-25,9999-01-01,1965-01-20
233765,Kotesh,Chachaty,Senior Engineer,1997-03-24,9999-01-01,1965-01-20
233785,Baziley,Ballarin,Senior Staff,1995-07-28,9999-01-01,1965-01-30
233785,Baziley,Ballarin,Staff,1987-07-28,9999-01-01,1965-01-30
234195,Luerbio,Terkki,Senior Staff,1998-05-14,9999-01-01,1965-01-07
234195,Luerbio,Terkki,Staff,1991-05-14,9999-01-01,1965-01-07
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,9999-01-01,1965-01-21
234739,Foong,Aamodt,Senior Engineer,1986-06-28,9999-01-01,1965-01-31
235096,Sverrir,Gyimothy,Staff,1987-03-21,9999-01-01,1965-01-21
235368,Anneli,Joslin,Senior Engineer,1987-04-12,9999-01-01,1965-01-09
235017,Irena,Dratva,Senior Staff,1999-09-07,9999-01-01,1965-01-17
235017,Irena,Dratva,Staff,1991-09-07,9999-01-01,1965-01-17
235458,Gio,Heuser,Senior Staff,1999-06-29,9999-01-01,1965-01-05
235458,Gio,Heuser,Staff,1992-06-28,9999-01-01,1965-01-05
235793,Jayesh,Spinelli,Senior Engineer,1992-07-18,9999-01-01,1965-01-03
235325,Gro,Prochazka,Engineer,1992-10-16,9999-01-01,1965-01-06
235325,Gro,Prochazka,Senior Engineer,1998-10-16,9999-01-01,1965-01-06
235729,Henk,Anger,Senior Staff,2002-01-19,9999-01-01,1965-02-01
235729,Henk,Anger,Staff,1993-01-19,9999-01-01,1965-02-01
236964,Adel,Foote,Staff,1998-08-19,9999-01-01,1965-01-17
235780,Sampalli,Bergere,Senior Engineer,1994-04-08,9999-01-01,1965-01-17
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,9999-01-01,1965-01-31
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,9999-01-01,1965-01-17
236566,Yechezkel,Maginnis,Staff,1992-12-11,9999-01-01,1965-01-17
236591,Insup,Reinhard,Senior Staff,1993-04-08,9999-01-01,1965-01-11
236591,Insup,Reinhard,Staff,1985-04-08,9999-01-01,1965-01-11
236827,Almudena,Rijckaert,Engineer,1994-02-16,9999-01-01,1965-01-28
236827,Almudena,Rijckaert,Senior Engineer,1999-02-16,9999-01-01,1965-01-28
236883,Huan,Olivero,Staff,1999-11-19,9999-01-01,1965-01-27
238112,Miomir,Frezza,Technique Leader,1991-05-25,9999-01-01,1965-01-12
238422,Vishv,Angelov,Senior Staff,1996-03-08,9999-01-01,1965-01-10
238252,Uno,Suppi,Staff,1996-12-27,9999-01-01,1965-01-09
238422,Vishv,Angelov,Staff,1988-03-08,9999-01-01,1965-01-10
238949,Minghong,Cronin,Senior Staff,1987-10-04,9999-01-01,1965-01-09
239244,Abdulla,Kitai,Senior Staff,1996-02-20,9999-01-01,1965-01-13
239067,Tadahiko,Pocchiola,Staff,1996-04-02,9999-01-01,1965-01-11
239244,Abdulla,Kitai,Staff,1987-02-20,9999-01-01,1965-01-13
239664,Sugwoo,Michaels,Engineer,1992-08-02,9999-01-01,1965-01-04
239415,Susumu,Brender,Engineer,1993-04-17,9999-01-01,1965-01-01
239415,Susumu,Brender,Senior Engineer,2001-04-17,9999-01-01,1965-01-01
239426,Vesna,Fairtlough,Engineer,1994-08-09,9999-01-01,1965-01-08
239664,Sugwoo,Michaels,Senior Engineer,1999-08-03,9999-01-01,1965-01-04
239706,Arunas,Bugrara,Assistant Engineer,1997-04-03,9999-01-01,1965-01-15
239803,Oscal,Ernst,Senior Staff,1997-05-19,9999-01-01,1965-01-30
239803,Oscal,Ernst,Staff,1992-05-19,9999-01-01,1965-01-30
239748,Bilhanan,Dusink,Senior Staff,1996-06-04,9999-01-01,1965-01-23
239748,Bilhanan,Dusink,Staff,1988-06-04,9999-01-01,1965-01-23
240132,Mizuhito,Kobara,Senior Staff,2001-08-09,9999-01-01,1965-02-01
240132,Mizuhito,Kobara,Staff,1996-08-09,9999-01-01,1965-02-01
240340,Mack,Staylopatis,Engineer,1985-04-02,9999-01-01,1965-01-14
240340,Mack,Staylopatis,Senior Engineer,1991-04-02,9999-01-01,1965-01-14
240438,Temple,Cyre,Senior Staff,1999-10-01,9999-01-01,1965-01-02
240236,True,Tischendorf,Engineer,1986-01-19,9999-01-01,1965-01-24
240236,True,Tischendorf,Senior Engineer,1992-01-19,9999-01-01,1965-01-24
240285,Kolar,Greenaway,Staff,1998-11-14,9999-01-01,1965-01-23
240438,Temple,Cyre,Staff,1992-09-30,9999-01-01,1965-01-02
240870,Francesca,Chorvat,Senior Staff,1993-03-03,9999-01-01,1965-01-06
240870,Francesca,Chorvat,Staff,1985-03-03,9999-01-01,1965-01-06
241100,Cedric,Molenaar,Engineer,1990-10-06,9999-01-01,1965-01-23
241100,Cedric,Molenaar,Senior Engineer,1999-10-06,9999-01-01,1965-01-23
241667,Atilio,Olivero,Engineer,1985-09-04,9999-01-01,1965-01-28
241254,Jagoda,Anguita,Senior Engineer,1993-05-11,9999-01-01,1965-01-15
241292,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01,1965-01-29
241292,Uri,Lampe,Staff,1987-10-17,9999-01-01,1965-01-29
241567,Emran,Miara,Engineer,1989-05-02,9999-01-01,1965-01-18
241567,Emran,Miara,Senior Engineer,1995-05-02,9999-01-01,1965-01-18
241667,Atilio,Olivero,Senior Engineer,1992-09-04,9999-01-01,1965-01-28
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,9999-01-01,1965-01-30
242019,Herb,Murrill,Senior Engineer,1999-09-27,9999-01-01,1965-01-09
241872,Bluma,Fetvedt,Senior Staff,1997-02-02,9999-01-01,1965-01-11
241872,Bluma,Fetvedt,Staff,1992-02-03,9999-01-01,1965-01-11
242081,Tomokazu,Pargas,Assistant Engineer,1996-11-15,9999-01-01,1965-01-12
242081,Tomokazu,Pargas,Engineer,2001-11-15,9999-01-01,1965-01-12
242104,Richara,Sudkamp,Senior Staff,1994-09-05,9999-01-01,1965-01-05
242104,Richara,Sudkamp,Staff,1989-09-05,9999-01-01,1965-01-05
242500,Bingning,Iisaku,Senior Staff,1997-06-26,9999-01-01,1965-01-08
242500,Bingning,Iisaku,Staff,1989-06-26,9999-01-01,1965-01-08
242800,Kazuyasu,Levergood,Engineer,1996-02-10,9999-01-01,1965-01-11
243077,Kazunori,Perz,Senior Engineer,1999-02-25,9999-01-01,1965-02-01
243018,Bowen,Deverell,Senior Staff,1998-12-27,9999-01-01,1965-01-02
243637,Marjo,Delgrange,Senior Staff,1996-06-23,9999-01-01,1965-01-16
243576,Abdulah,Lodder,Senior Staff,2001-11-10,9999-01-01,1965-01-04
243576,Abdulah,Lodder,Staff,1996-11-10,9999-01-01,1965-01-04
243637,Marjo,Delgrange,Staff,1990-06-24,9999-01-01,1965-01-16
243898,Arch,Basawa,Staff,1998-05-10,9999-01-01,1965-01-09
244308,Mokhtar,Rebaine,Senior Staff,2000-07-22,9999-01-01,1965-01-10
244308,Mokhtar,Rebaine,Staff,1991-07-23,9999-01-01,1965-01-10
244820,Shigenori,Hertweck,Engineer,1987-04-13,9999-01-01,1965-01-15
244605,Masoud,Suwa,Senior Staff,1997-11-25,9999-01-01,1965-01-22
244605,Masoud,Suwa,Staff,1989-11-25,9999-01-01,1965-01-22
244624,Boaz,Seuren,Senior Staff,1994-03-27,9999-01-01,1965-01-31
244624,Boaz,Seuren,Staff,1987-03-27,9999-01-01,1965-01-31
244820,Shigenori,Hertweck,Senior Engineer,1994-04-13,9999-01-01,1965-01-15
244873,Arunachalam,Oppitz,Senior Staff,1994-05-20,9999-01-01,1965-01-04
244873,Arunachalam,Oppitz,Staff,1986-05-20,9999-01-01,1965-01-04
245164,Filipp,Winter,Engineer,1996-10-24,9999-01-01,1965-01-23
244711,Rosli,Butner,Assistant Engineer,1991-03-20,9999-01-01,1965-01-25
244711,Rosli,Butner,Engineer,1997-03-19,9999-01-01,1965-01-25
244714,Poorav,Clouatre,Senior Engineer,1996-05-06,9999-01-01,1965-01-27
245164,Filipp,Winter,Senior Engineer,2001-10-24,9999-01-01,1965-01-23
246364,Alper,Tiemann,Engineer,1998-10-29,9999-01-01,1965-01-06
245396,Gift,Bottner,Senior Staff,2002-03-04,9999-01-01,1965-01-31
245396,Gift,Bottner,Staff,1995-03-04,9999-01-01,1965-01-31
245664,Manohar,Kilgore,Staff,1998-11-17,9999-01-01,1965-01-18
246146,Zhongwei,Melski,Engineer,1987-09-04,9999-01-01,1965-01-30
246146,Zhongwei,Melski,Senior Engineer,1993-09-03,9999-01-01,1965-01-30
246244,George,Casperson,Staff,2000-01-20,9999-01-01,1965-01-09
246764,Shuzo,Czaja,Staff,1997-11-29,9999-01-01,1965-01-04
246798,Tianruo,Strooper,Senior Staff,1999-10-28,9999-01-01,1965-01-09
246902,Shih,Shanbhogue,Staff,1998-04-19,9999-01-01,1965-01-27
246798,Tianruo,Strooper,Staff,1993-10-28,9999-01-01,1965-01-09
247089,Seongbae,Schahn,Senior Staff,1997-12-10,9999-01-01,1965-01-17
247089,Seongbae,Schahn,Staff,1992-12-10,9999-01-01,1965-01-17
247122,Xiaobin,Narlikar,Senior Staff,1999-02-14,9999-01-01,1965-01-23
247122,Xiaobin,Narlikar,Staff,1992-02-14,9999-01-01,1965-01-23
247447,Tzu,Bakhtari,Engineer,1994-03-18,9999-01-01,1965-01-28
247447,Tzu,Bakhtari,Senior Engineer,1999-03-18,9999-01-01,1965-01-28
247456,Masako,Bahk,Engineer,1997-07-31,9999-01-01,1965-01-16
247875,Xiong,Anick,Senior Staff,1991-04-23,9999-01-01,1965-01-02
247612,Chiranjit,Constantine,Engineer,1997-05-25,9999-01-01,1965-01-04
247888,Abdelghani,Lagarias,Engineer,1985-09-06,9999-01-01,1965-01-15
247888,Abdelghani,Lagarias,Senior Engineer,1992-09-06,9999-01-01,1965-01-15
248256,Sajjan,Falby,Staff,1996-08-29,9999-01-01,1965-01-05
248351,Jaana,Milicia,Senior Staff,1985-06-02,9999-01-01,1965-02-01
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,9999-01-01,1965-02-01
248758,Snehasis,Muhlberg,Staff,1991-07-16,9999-01-01,1965-02-01
249325,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01,1965-01-26
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,9999-01-01,1965-01-29
249433,Ayonca,Matzov,Engineer,1988-06-03,9999-01-01,1965-01-16
249239,Hideyuki,Decleir,Senior Engineer,1994-05-04,9999-01-01,1965-01-21
249433,Ayonca,Matzov,Senior Engineer,1997-06-03,9999-01-01,1965-01-16
249504,Dmitry,Velardi,Engineer,1994-03-01,9999-01-01,1965-01-07
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01,1965-01-07
249866,Steen,Gubsky,Senior Staff,1998-01-14,9999-01-01,1965-01-15
249866,Steen,Gubsky,Staff,1989-01-14,9999-01-01,1965-01-15
249969,Georgi,Luiz,Engineer,1991-06-10,9999-01-01,1965-01-21
249780,Nechama,Gaughan,Assistant Engineer,1986-01-16,9999-01-01,1965-01-12
249780,Nechama,Gaughan,Engineer,1991-01-16,9999-01-01,1965-01-12
249780,Nechama,Gaughan,Senior Engineer,1996-01-16,9999-01-01,1965-01-12
249969,Georgi,Luiz,Senior Engineer,1999-06-10,9999-01-01,1965-01-21
250411,Ranga,Sommen,Senior Staff,1996-01-21,9999-01-01,1965-01-27
249799,Jolita,Neimat,Engineer,1993-12-27,9999-01-01,1965-01-04
249799,Jolita,Neimat,Senior Engineer,1999-12-27,9999-01-01,1965-01-04
250411,Ranga,Sommen,Staff,1989-01-20,9999-01-01,1965-01-27
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,9999-01-01,1965-01-14
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,9999-01-01,1965-01-30
250748,Kish,Turnbull,Engineer,1987-02-10,9999-01-01,1965-01-27
250748,Kish,Turnbull,Senior Engineer,1994-02-10,9999-01-01,1965-01-27
251166,Hinrich,Hooghiemstra,Senior Staff,1993-10-05,9999-01-01,1965-01-22
251166,Hinrich,Hooghiemstra,Staff,1985-10-05,9999-01-01,1965-01-22
251341,Divier,Kumaresan,Senior Staff,1998-12-05,9999-01-01,1965-01-11
251233,Yucel,Bernini,Engineer,1993-02-19,9999-01-01,1965-01-07
251233,Yucel,Bernini,Senior Engineer,1998-02-19,9999-01-01,1965-01-07
251341,Divier,Kumaresan,Staff,1992-12-05,9999-01-01,1965-01-11
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,9999-01-01,1965-01-01
251645,Bezalel,Tsunoo,Senior Staff,2001-06-17,9999-01-01,1965-01-06
251437,Shichao,Iwayama,Assistant Engineer,1989-10-17,9999-01-01,1965-01-20
251437,Shichao,Iwayama,Engineer,1996-10-17,9999-01-01,1965-01-20
251645,Bezalel,Tsunoo,Staff,1992-06-17,9999-01-01,1965-01-06
251680,Moty,Sommen,Senior Engineer,1990-08-14,9999-01-01,1965-01-05
252316,Gill,Niizuma,Engineer,1994-10-08,9999-01-01,1965-01-07
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01,1965-01-01
252185,Chaosheng,Conta,Assistant Engineer,1997-04-14,9999-01-01,1965-01-01
252185,Chaosheng,Conta,Engineer,2002-04-14,9999-01-01,1965-01-01
252316,Gill,Niizuma,Senior Engineer,1999-10-08,9999-01-01,1965-01-07
252392,Sanjeeva,Peron,Engineer,1993-12-26,9999-01-01,1965-01-01
252392,Sanjeeva,Peron,Senior Engineer,1999-12-26,9999-01-01,1965-01-01
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,9999-01-01,1965-01-28
253029,Thodoros,Thimonier,Engineer,1995-04-05,9999-01-01,1965-01-13
253707,Insup,Hainaut,Staff,1998-02-11,9999-01-01,1965-01-05
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,9999-01-01,1965-01-04
255657,Oldrich,Cyre,Engineer,1985-02-10,9999-01-01,1965-01-20
254044,Gunilla,Brendel,Engineer,1992-04-10,9999-01-01,1965-01-16
254044,Gunilla,Brendel,Senior Engineer,2000-04-10,9999-01-01,1965-01-16
254399,Armond,Lores,Technique Leader,1999-09-16,9999-01-01,1965-01-24
254821,Tonny,Couchot,Staff,1994-12-12,9999-01-01,1965-01-24
255466,Huan,Roccetti,Senior Engineer,1985-07-03,9999-01-01,1965-01-18
255657,Oldrich,Cyre,Senior Engineer,1994-02-10,9999-01-01,1965-01-20
257062,Stabislas,Pardalos,Engineer,1989-06-21,9999-01-01,1965-01-24
255779,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01,1965-01-31
256216,Halsur,Brodal,Engineer,1997-11-22,9999-01-01,1965-01-01
256856,Hongzue,Barbanera,Senior Staff,1995-06-17,9999-01-01,1965-01-03
256856,Hongzue,Barbanera,Staff,1987-06-17,9999-01-01,1965-01-03
256881,Ioana,Jakobus,Engineer,1990-08-10,9999-01-01,1965-01-03
256881,Ioana,Jakobus,Senior Engineer,1999-08-10,9999-01-01,1965-01-03
256888,Heather,Pehl,Staff,1993-09-15,9999-01-01,1965-01-03
257062,Stabislas,Pardalos,Senior Engineer,1997-06-21,9999-01-01,1965-01-24
257378,Pascal,Bernatsky,Senior Staff,1995-09-04,9999-01-01,1965-01-06
257378,Pascal,Bernatsky,Staff,1988-09-03,9999-01-01,1965-01-06
258028,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01,1965-01-07
257469,Anyuan,Hanratty,Senior Staff,1996-01-06,9999-01-01,1965-01-22
257469,Anyuan,Hanratty,Staff,1988-01-06,9999-01-01,1965-01-22
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,9999-01-01,1965-01-01
257484,Shaowei,Nicolson,Staff,1986-12-07,9999-01-01,1965-01-01
258470,Weiwu,Butner,Staff,1995-02-14,9999-01-01,1965-01-04
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,9999-01-01,1965-01-17
259042,Xiaoqiang,Farrow,Staff,1997-01-01,9999-01-01,1965-01-12
258643,Przemyslawa,Esposito,Engineer,1992-02-27,9999-01-01,1965-01-11
258643,Przemyslawa,Esposito,Senior Engineer,2001-02-26,9999-01-01,1965-01-11
259237,Palash,Gammage,Senior Staff,1994-10-23,9999-01-01,1965-01-27
259237,Palash,Gammage,Staff,1987-10-23,9999-01-01,1965-01-27
259273,Xiahua,Gomatam,Senior Engineer,1989-12-01,9999-01-01,1965-01-22
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,9999-01-01,1965-01-27
259619,Conal,Magliocco,Senior Staff,1992-05-09,9999-01-01,1965-01-21
260249,Vugranam,Beausoleil,Staff,1998-05-14,9999-01-01,1965-01-22
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,9999-01-01,1965-01-24
259718,Stepehn,Bouloucos,Staff,1991-09-17,9999-01-01,1965-01-24
260153,Mingdong,Baar,Technique Leader,1991-10-14,9999-01-01,1965-01-28
260361,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01,1965-01-25
261662,Berni,Assaf,Senior Staff,1989-09-08,9999-01-01,1965-01-11
260399,Hatem,Birsak,Senior Staff,1995-04-10,9999-01-01,1965-01-30
260399,Hatem,Birsak,Staff,1989-04-10,9999-01-01,1965-01-30
260408,Sasan,Brookner,Senior Staff,2001-09-03,9999-01-01,1965-01-19
260408,Sasan,Brookner,Staff,1996-09-03,9999-01-01,1965-01-19
260501,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01,1965-01-14
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,9999-01-01,1965-01-30
261631,Jianhua,Huttel,Engineer,1998-02-23,9999-01-01,1965-01-08
261737,Mark,Lindqvist,Engineer,1990-11-22,9999-01-01,1965-01-23
261737,Mark,Lindqvist,Senior Engineer,1997-11-22,9999-01-01,1965-01-23
261986,Gila,Ramsak,Senior Engineer,1997-05-13,9999-01-01,1965-01-21
261990,Volkmar,Czaja,Senior Staff,1998-04-01,9999-01-01,1965-01-16
261990,Volkmar,Czaja,Staff,1992-04-01,9999-01-01,1965-01-16
262210,Chinho,Bottner,Assistant Engineer,1985-07-29,9999-01-01,1965-01-22
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,9999-01-01,1965-01-16
262210,Chinho,Bottner,Engineer,1992-07-29,9999-01-01,1965-01-22
262210,Chinho,Bottner,Senior Engineer,1999-07-30,9999-01-01,1965-01-22
262328,Mayuko,Vural,Staff,1997-12-24,9999-01-01,1965-01-03
262439,Lorien,Lagarias,Senior Staff,1994-10-10,9999-01-01,1965-01-30
262439,Lorien,Lagarias,Staff,1985-10-10,9999-01-01,1965-01-30
262928,Piyush,Gill,Engineer,1990-08-31,9999-01-01,1965-01-01
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01,1965-01-04
262752,Pramod,Bierman,Engineer,1997-12-12,9999-01-01,1965-01-04
262928,Piyush,Gill,Senior Engineer,1998-08-31,9999-01-01,1965-01-01
263012,Hideo,Buchter,Staff,1999-05-01,9999-01-01,1965-01-09
263645,Mingsen,Lally,Senior Engineer,1990-12-04,9999-01-01,1965-01-19
263186,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01,1965-01-22
263370,Shakhar,Ranze,Staff,1999-05-29,9999-01-01,1965-01-03
263439,Atreye,Kabayashi,Senior Engineer,1986-12-15,9999-01-01,1965-01-09
263649,Mechthild,Zongker,Senior Staff,1993-07-26,9999-01-01,1965-01-17
264167,Baoqiu,Tomescu,Senior Engineer,1996-05-01,9999-01-01,1965-01-25
263926,Fusako,Schwartzbauer,Senior Staff,1993-04-07,9999-01-01,1965-01-03
263926,Fusako,Schwartzbauer,Staff,1985-04-07,9999-01-01,1965-01-03
264322,Leandro,Swist,Senior Staff,1997-01-05,9999-01-01,1965-01-03
264030,Zdislav,Solares,Assistant Engineer,1990-12-14,9999-01-01,1965-01-15
264030,Zdislav,Solares,Engineer,1998-12-14,9999-01-01,1965-01-15
264322,Leandro,Swist,Staff,1991-01-06,9999-01-01,1965-01-03
264939,Bogdan,Bahi,Engineer,1985-02-09,9999-01-01,1965-01-10
264626,Noritoshi,Bakhtari,Senior Staff,1998-02-03,9999-01-01,1965-01-13
264626,Noritoshi,Bakhtari,Staff,1993-02-03,9999-01-01,1965-01-13
264939,Bogdan,Bahi,Senior Engineer,1992-02-10,9999-01-01,1965-01-10
265039,Navid,Staudhammer,Senior Staff,2000-10-18,9999-01-01,1965-01-03
265039,Navid,Staudhammer,Staff,1992-10-18,9999-01-01,1965-01-03
265521,Kensei,Salverda,Engineer,1993-05-25,9999-01-01,1965-01-04
265521,Kensei,Salverda,Senior Engineer,2001-05-25,9999-01-01,1965-01-04
265558,Susuma,Kleiser,Senior Staff,1994-08-02,9999-01-01,1965-01-31
265558,Susuma,Kleiser,Staff,1987-08-02,9999-01-01,1965-01-31
266206,Zsolt,Anily,Senior Staff,1991-08-19,9999-01-01,1965-02-01
265794,Miquel,Halloran,Senior Staff,2002-01-14,9999-01-01,1965-01-15
265794,Miquel,Halloran,Staff,1994-01-14,9999-01-01,1965-01-15
265875,Fan,Marsiglia,Engineer,1989-09-03,9999-01-01,1965-01-20
265875,Fan,Marsiglia,Senior Engineer,1997-09-03,9999-01-01,1965-01-20
266206,Zsolt,Anily,Staff,1985-08-19,9999-01-01,1965-02-01
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,9999-01-01,1965-01-15
266310,Zvonko,Serdy,Senior Staff,1992-06-23,9999-01-01,1965-01-23
266310,Zvonko,Serdy,Staff,1987-06-24,9999-01-01,1965-01-23
266862,Mart,Plumb,Senior Staff,1986-04-21,9999-01-01,1965-01-10
266644,Anwar,Gubsky,Senior Staff,1999-08-09,9999-01-01,1965-01-08
266644,Anwar,Gubsky,Staff,1993-08-09,9999-01-01,1965-01-08
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01,1965-01-11
266881,Mokhtar,Sabnani,Staff,1990-08-28,9999-01-01,1965-01-11
267059,Moie,Tempesti,Senior Staff,2000-06-28,9999-01-01,1965-01-09
267059,Moie,Tempesti,Staff,1991-06-29,9999-01-01,1965-01-09
268191,LiMin,Teitelbaum,Engineer,1990-11-01,9999-01-01,1965-01-07
267227,Susuma,Tagansky,Engineer,1995-01-22,9999-01-01,1965-01-10
267227,Susuma,Tagansky,Senior Engineer,2001-01-21,9999-01-01,1965-01-10
267304,Jordanka,Axelband,Senior Staff,1994-06-27,9999-01-01,1965-01-06
267667,Irena,Kaiserswerth,Senior Staff,1994-09-05,9999-01-01,1965-01-05
267667,Irena,Kaiserswerth,Staff,1987-09-05,9999-01-01,1965-01-05
268043,Narain,Mikschl,Engineer,1997-11-02,9999-01-01,1965-01-28
268191,LiMin,Teitelbaum,Senior Engineer,1995-11-01,9999-01-01,1965-01-07
269728,Naftali,Kragelund,Senior Staff,1993-05-15,9999-01-01,1965-01-12
269728,Naftali,Kragelund,Staff,1987-05-16,9999-01-01,1965-01-12
270716,Shunichi,Baer,Staff,1998-02-04,9999-01-01,1965-01-19
270084,Ulises,Frolund,Senior Staff,1993-07-26,9999-01-01,1965-01-11
270084,Ulises,Frolund,Staff,1986-07-26,9999-01-01,1965-01-11
271219,Odoardo,Tyugu,Engineer,1994-11-07,9999-01-01,1965-01-16
270794,Dannz,Zhang,Senior Staff,1991-06-26,9999-01-01,1965-02-01
271106,Taisook,Kampfer,Engineer,1997-11-30,9999-01-01,1965-01-10
272285,Gully,Mitchem,Senior Staff,1995-01-22,9999-01-01,1965-01-19
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,9999-01-01,1965-01-13
272141,Tsutomu,Neiman,Staff,1986-05-05,9999-01-01,1965-01-13
272285,Gully,Mitchem,Staff,1986-01-22,9999-01-01,1965-01-19
272452,Mitsuyuki,Isard,Engineer,1996-08-17,9999-01-01,1965-01-10
272860,Minghong,Candan,Assistant Engineer,1994-02-10,9999-01-01,1965-02-01
272316,Surveyors,Muhling,Engineer,1999-07-19,9999-01-01,1965-01-05
272599,Holgard,Hegner,Senior Staff,1998-07-15,9999-01-01,1965-01-16
272599,Holgard,Hegner,Staff,1993-07-15,9999-01-01,1965-01-16
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,9999-01-01,1965-01-26
273286,Brigham,Asmuth,Engineer,1989-01-23,9999-01-01,1965-01-26
273286,Brigham,Asmuth,Senior Engineer,1996-01-24,9999-01-01,1965-01-26
274071,Mingsen,Weiland,Staff,1995-10-12,9999-01-01,1965-01-01
273396,Wayne,Baba,Engineer,1998-03-07,9999-01-01,1965-01-10
273806,Hongzhu,Beetstra,Senior Staff,2000-01-24,9999-01-01,1965-01-01
273806,Hongzhu,Beetstra,Staff,1991-01-24,9999-01-01,1965-01-01
273858,Gunilla,Matzen,Senior Staff,1995-12-28,9999-01-01,1965-01-13
273858,Gunilla,Matzen,Staff,1990-12-28,9999-01-01,1965-01-13
274369,Ranga,Waymire,Senior Staff,1997-01-27,9999-01-01,1965-01-29
274271,Prodip,Ritcey,Senior Staff,1993-09-10,9999-01-01,1965-01-10
274271,Prodip,Ritcey,Staff,1986-09-10,9999-01-01,1965-01-10
275444,Limsoon,Leppanen,Engineer,1993-01-21,9999-01-01,1965-01-16
274813,Yefim,Pettey,Senior Staff,2000-08-07,9999-01-01,1965-01-10
274813,Yefim,Pettey,Staff,1993-08-07,9999-01-01,1965-01-10
275158,Satyanarayana,Brandsma,Engineer,1999-12-08,9999-01-01,1965-01-07
275263,Vojin,Laventhal,Engineer,1991-10-18,9999-01-01,1965-01-21
275263,Vojin,Laventhal,Senior Engineer,1999-10-18,9999-01-01,1965-01-21
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,9999-01-01,1965-01-16
275495,Shen,Yamaashi,Staff,1995-02-19,9999-01-01,1965-01-13
275881,Jiann,Munro,Senior Engineer,1988-05-18,9999-01-01,1965-01-08
275994,Uma,Prampolini,Engineer,1991-02-21,9999-01-01,1965-01-29
